generated_on,display_name,load_month,dlvd_price
2021-09-20 22:13:00.000,RBOB,Feb.22,-28.95
2021-09-20 22:13:00.000,RBOB,Sep.21,-8.55
2021-09-20 22:28:00.000,RBOB,Oct.21,-11.15
2021-09-20 22:28:00.000,RBOB,Nov.21,-12.1
2021-09-20 22:28:00.000,RBOB,Dec.21,-14.15
2021-09-20 22:28:00.000,RBOB,Jan.22,-16.6
2021-09-20 22:28:00.000,RBOB,Feb.22,-29.0
2021-09-20 22:28:00.000,RBOB,Sep.21,-8.6
2021-09-20 22:43:00.000,RBOB,Oct.21,-11.15
2021-09-20 22:43:00.000,RBOB,Nov.21,-12.1
2021-09-20 22:43:00.000,RBOB,Dec.21,-14.15
2021-09-20 22:43:00.000,RBOB,Jan.22,-16.6
2021-09-20 22:43:00.000,RBOB,Feb.22,-29.0
2021-09-20 22:43:00.000,RBOB,Sep.21,-8.55
2021-09-20 22:58:00.000,RBOB,Oct.21,-11.1
2021-09-20 22:58:00.000,RBOB,Nov.21,-12.0
2021-09-20 22:58:00.000,RBOB,Dec.21,-14.1
2021-09-20 22:58:00.000,RBOB,Jan.22,-16.55
2021-09-20 22:58:00.000,RBOB,Feb.22,-28.95
2021-09-20 22:58:00.000,RBOB,Sep.21,-8.5
2021-09-20 23:13:00.000,RBOB,Oct.21,-11.05
2021-09-20 23:13:00.000,RBOB,Nov.21,-12.0
2021-09-20 23:13:00.000,RBOB,Dec.21,-14.05
2021-09-20 23:13:00.000,RBOB,Jan.22,-16.5
2021-09-20 23:13:00.000,RBOB,Feb.22,-28.95
2021-09-20 23:13:00.000,RBOB,Sep.21,-8.45
2021-09-20 23:28:00.000,RBOB,Oct.21,-11.05
2021-09-20 23:28:00.000,RBOB,Nov.21,-11.95
2021-09-20 23:28:00.000,RBOB,Dec.21,-14.0
2021-09-20 23:28:00.000,RBOB,Jan.22,-16.5
2021-09-20 23:28:00.000,RBOB,Feb.22,-28.95
2021-09-20 23:28:00.000,RBOB,Sep.21,-8.4
2021-09-20 23:43:00.000,RBOB,Oct.21,-11.15
2021-09-20 23:43:00.000,RBOB,Nov.21,-12.05
2021-09-20 23:43:00.000,RBOB,Dec.21,-14.05
2021-09-20 23:43:00.000,RBOB,Jan.22,-16.6
2021-09-20 23:43:00.000,RBOB,Feb.22,-28.95
2021-09-20 23:43:00.000,RBOB,Sep.21,-8.5
2021-09-20 23:58:00.000,RBOB,Oct.21,-11.15
2021-09-20 23:58:00.000,RBOB,Nov.21,-12.05
2021-09-20 23:58:00.000,RBOB,Dec.21,-14.1
2021-09-20 23:58:00.000,RBOB,Jan.22,-16.6
2021-09-20 23:58:00.000,RBOB,Feb.22,-29.1
2021-09-20 23:58:00.000,RBOB,Sep.21,-8.5
2021-09-21 00:13:00.000,RBOB,Oct.21,-11.05
2021-09-21 00:13:00.000,RBOB,Nov.21,-12.0
2021-09-21 00:13:00.000,RBOB,Dec.21,-14.0
2021-09-21 00:13:00.000,RBOB,Jan.22,-16.55
2021-09-21 00:13:00.000,RBOB,Feb.22,-28.95
2021-09-21 00:13:00.000,RBOB,Sep.21,-9.1
2021-09-21 00:28:00.000,RBOB,Oct.21,-11.1
2021-09-21 00:28:00.000,RBOB,Nov.21,-12.0
2021-09-21 00:28:00.000,RBOB,Dec.21,-14.1
2021-09-21 00:28:00.000,RBOB,Jan.22,-16.55
2021-09-21 00:28:00.000,RBOB,Feb.22,-29.05
2021-09-21 00:28:00.000,RBOB,Sep.21,-9.15
2021-09-21 00:43:00.000,RBOB,Oct.21,-11.1
2021-09-21 00:43:00.000,RBOB,Nov.21,-12.0
2021-09-21 00:43:00.000,RBOB,Dec.21,-14.1
2021-09-21 00:43:00.000,RBOB,Jan.22,-16.55
2021-09-21 00:43:00.000,RBOB,Feb.22,-29.05
2021-09-21 00:43:00.000,RBOB,Sep.21,-9.15
2021-09-21 00:58:00.000,RBOB,Oct.21,-11.1
2021-09-21 00:58:00.000,RBOB,Nov.21,-12.05
2021-09-21 00:58:00.000,RBOB,Dec.21,-14.1
2021-09-21 00:58:00.000,RBOB,Jan.22,-16.55
2021-09-21 00:58:00.000,RBOB,Feb.22,-29.0
2021-09-21 00:58:00.000,RBOB,Sep.21,-9.15
2021-09-21 01:13:00.000,RBOB,Oct.21,-11.1
2021-09-21 01:13:00.000,RBOB,Nov.21,-12.05
2021-09-21 01:13:00.000,RBOB,Dec.21,-14.1
2021-09-21 01:13:00.000,RBOB,Jan.22,-16.55
2021-09-21 01:13:00.000,RBOB,Feb.22,-29.0
2021-09-21 01:13:00.000,RBOB,Sep.21,-9.15
2021-09-21 01:28:00.000,RBOB,Oct.21,-11.05
2021-09-21 01:28:00.000,RBOB,Nov.21,-12.0
2021-09-21 01:28:00.000,RBOB,Dec.21,-14.1
2021-09-21 01:28:00.000,RBOB,Jan.22,-16.55
2021-09-21 01:28:00.000,RBOB,Feb.22,-28.95
2021-09-21 01:28:00.000,RBOB,Sep.21,-9.15
2021-09-21 01:43:00.000,RBOB,Oct.21,-11.1
2021-09-21 01:43:00.000,RBOB,Nov.21,-12.05
2021-09-21 01:43:00.000,RBOB,Dec.21,-14.1
2021-09-21 01:43:00.000,RBOB,Jan.22,-16.55
2021-09-21 01:43:00.000,RBOB,Feb.22,-29.0
2021-09-21 01:43:00.000,RBOB,Sep.21,-9.15
2021-09-21 01:58:00.000,RBOB,Oct.21,-11.05
2021-09-21 01:58:00.000,RBOB,Nov.21,-12.05
2021-09-21 01:58:00.000,RBOB,Dec.21,-14.1
2021-09-21 01:58:00.000,RBOB,Jan.22,-16.55
2021-09-21 01:58:00.000,RBOB,Feb.22,-29.0
2021-09-21 01:58:00.000,RBOB,Sep.21,-9.15
2021-09-21 02:13:00.000,RBOB,Oct.21,-11.1
2021-09-21 02:13:00.000,RBOB,Nov.21,-12.05
2021-09-21 02:13:00.000,RBOB,Dec.21,-14.05
2021-09-21 02:13:00.000,RBOB,Jan.22,-16.55
2021-09-21 02:13:00.000,RBOB,Feb.22,-29.05
2021-09-21 02:13:00.000,RBOB,Sep.21,-9.15
2021-09-21 02:28:00.000,RBOB,Oct.21,-10.85
2021-09-21 02:28:00.000,RBOB,Nov.21,-11.8
2021-09-21 02:28:00.000,RBOB,Dec.21,-13.9
2021-09-21 02:28:00.000,RBOB,Jan.22,-16.3
2021-09-21 02:28:00.000,RBOB,Feb.22,-28.8
2021-09-21 02:28:00.000,RBOB,Sep.21,-8.95
2021-09-21 02:43:00.000,RBOB,Oct.21,-10.85
2021-09-21 02:43:00.000,RBOB,Nov.21,-11.8
2021-09-21 02:43:00.000,RBOB,Dec.21,-13.9
2021-09-21 02:43:00.000,RBOB,Jan.22,-16.35
2021-09-21 02:43:00.000,RBOB,Feb.22,-28.75
2021-09-21 02:43:00.000,RBOB,Sep.21,-8.9
2021-09-21 02:58:00.000,RBOB,Oct.21,-10.95
2021-09-21 02:58:00.000,RBOB,Nov.21,-11.9
2021-09-21 02:58:00.000,RBOB,Dec.21,-13.95
2021-09-21 02:58:00.000,RBOB,Jan.22,-16.45
2021-09-21 02:58:00.000,RBOB,Feb.22,-28.85
2021-09-21 02:58:00.000,RBOB,Sep.21,-9.05
2021-09-21 03:13:00.000,RBOB,Oct.21,-10.95
2021-09-21 03:13:00.000,RBOB,Nov.21,-11.9
2021-09-21 03:13:00.000,RBOB,Dec.21,-14.0
2021-09-21 03:13:00.000,RBOB,Jan.22,-16.45
2021-09-21 03:13:00.000,RBOB,Feb.22,-28.9
2021-09-21 03:13:00.000,RBOB,Sep.21,-9.0
2021-09-21 03:28:00.000,RBOB,Oct.21,-10.95
2021-09-21 03:28:00.000,RBOB,Nov.21,-12.0
2021-09-21 03:28:00.000,RBOB,Dec.21,-14.1
2021-09-21 03:28:00.000,RBOB,Jan.22,-16.55
2021-09-21 03:28:00.000,RBOB,Feb.22,-29.05
2021-09-21 03:28:00.000,RBOB,Sep.21,-9.05
2021-09-21 03:43:00.000,RBOB,Oct.21,-10.95
2021-09-21 03:43:00.000,RBOB,Nov.21,-12.0
2021-09-21 03:43:00.000,RBOB,Dec.21,-14.1
2021-09-21 03:43:00.000,RBOB,Jan.22,-16.6
2021-09-21 03:43:00.000,RBOB,Feb.22,-29.1
2021-09-21 03:43:00.000,RBOB,Sep.21,-9.0
2021-09-21 03:58:00.000,RBOB,Oct.21,-10.95
2021-09-21 03:58:00.000,RBOB,Nov.21,-12.0
2021-09-21 03:58:00.000,RBOB,Dec.21,-14.15
2021-09-21 03:58:00.000,RBOB,Jan.22,-16.6
2021-09-21 03:58:00.000,RBOB,Feb.22,-29.1
2021-09-21 03:58:00.000,RBOB,Sep.21,-9.05
2021-09-21 04:13:00.000,RBOB,Oct.21,-10.9
2021-09-21 04:13:00.000,RBOB,Nov.21,-12.05
2021-09-21 04:13:00.000,RBOB,Dec.21,-14.15
2021-09-21 04:13:00.000,RBOB,Jan.22,-16.6
2021-09-21 04:13:00.000,RBOB,Feb.22,-29.05
2021-09-21 04:13:00.000,RBOB,Sep.21,-9.0
2021-09-21 04:28:00.000,RBOB,Oct.21,-10.85
2021-09-21 04:28:00.000,RBOB,Nov.21,-11.95
2021-09-21 04:28:00.000,RBOB,Dec.21,-14.1
2021-09-21 04:28:00.000,RBOB,Jan.22,-16.55
2021-09-21 04:28:00.000,RBOB,Feb.22,-29.0
2021-09-21 04:28:00.000,RBOB,Sep.21,-8.95
2021-09-21 04:43:00.000,RBOB,Oct.21,-10.9
2021-09-21 04:43:00.000,RBOB,Nov.21,-12.0
2021-09-21 04:43:00.000,RBOB,Dec.21,-14.1
2021-09-21 04:43:00.000,RBOB,Jan.22,-16.55
2021-09-21 04:43:00.000,RBOB,Feb.22,-29.0
2021-09-21 04:43:00.000,RBOB,Sep.21,-8.95
2021-09-21 04:58:00.000,RBOB,Oct.21,-10.9
2021-09-21 04:58:00.000,RBOB,Nov.21,-12.0
2021-09-21 04:58:00.000,RBOB,Dec.21,-14.1
2021-09-21 04:58:00.000,RBOB,Jan.22,-16.6
2021-09-21 04:58:00.000,RBOB,Feb.22,-29.0
2021-09-21 04:58:00.000,RBOB,Sep.21,-8.95
2021-09-21 05:13:00.000,RBOB,Oct.21,-10.85
2021-09-21 05:13:00.000,RBOB,Nov.21,-11.9
2021-09-21 05:13:00.000,RBOB,Dec.21,-14.0
2021-09-21 05:13:00.000,RBOB,Jan.22,-16.5
2021-09-21 05:13:00.000,RBOB,Feb.22,-28.9
2021-09-21 05:13:00.000,RBOB,Sep.21,-9.0
2021-09-21 05:28:00.000,RBOB,Oct.21,-10.85
2021-09-21 05:28:00.000,RBOB,Nov.21,-11.9
2021-09-21 05:28:00.000,RBOB,Dec.21,-14.05
2021-09-21 05:28:00.000,RBOB,Jan.22,-16.5
2021-09-21 05:28:00.000,RBOB,Feb.22,-28.95
2021-09-21 05:28:00.000,RBOB,Sep.21,-8.95
2021-09-21 05:43:00.000,RBOB,Oct.21,-10.85
2021-09-21 05:43:00.000,RBOB,Nov.21,-11.9
2021-09-21 05:43:00.000,RBOB,Dec.21,-14.05
2021-09-21 05:43:00.000,RBOB,Jan.22,-16.5
2021-09-21 05:43:00.000,RBOB,Feb.22,-28.95
2021-09-21 05:43:00.000,RBOB,Sep.21,-8.95
2021-09-21 05:58:00.000,RBOB,Oct.21,-10.9
2021-09-21 05:58:00.000,RBOB,Nov.21,-11.95
2021-09-21 05:58:00.000,RBOB,Dec.21,-14.0
2021-09-21 05:58:00.000,RBOB,Jan.22,-16.55
2021-09-21 05:58:00.000,RBOB,Feb.22,-28.9
2021-09-21 05:58:00.000,RBOB,Sep.21,-8.95
2021-09-21 06:13:00.000,RBOB,Oct.21,-10.85
2021-09-21 06:13:00.000,RBOB,Nov.21,-11.9
2021-09-21 06:13:00.000,RBOB,Dec.21,-14.0
2021-09-21 06:13:00.000,RBOB,Jan.22,-16.45
2021-09-21 06:13:00.000,RBOB,Feb.22,-28.9
2021-09-21 06:13:00.000,RBOB,Sep.21,-8.9
2021-09-21 06:28:00.000,RBOB,Oct.21,-10.85
2021-09-21 06:28:00.000,RBOB,Nov.21,-11.95
2021-09-21 06:28:00.000,RBOB,Dec.21,-14.0
2021-09-21 06:28:00.000,RBOB,Jan.22,-16.45
2021-09-21 06:28:00.000,RBOB,Feb.22,-28.95
2021-09-21 06:28:00.000,RBOB,Sep.21,-8.95
2021-09-21 06:43:00.000,RBOB,Oct.21,-10.85
2021-09-21 06:43:00.000,RBOB,Nov.21,-11.9
2021-09-21 06:43:00.000,RBOB,Dec.21,-14.0
2021-09-21 06:43:00.000,RBOB,Jan.22,-16.45
2021-09-21 06:43:00.000,RBOB,Feb.22,-29.0
2021-09-21 06:43:00.000,RBOB,Sep.21,-8.95
2021-09-21 06:58:00.000,RBOB,Oct.21,-10.75
2021-09-21 06:58:00.000,RBOB,Nov.21,-11.8
2021-09-21 06:58:00.000,RBOB,Dec.21,-13.85
2021-09-21 06:58:00.000,RBOB,Jan.22,-16.25
2021-09-21 06:58:00.000,RBOB,Feb.22,-16.55
2021-09-21 06:58:00.000,RBOB,Sep.21,-8.85
2021-09-21 07:13:00.000,RBOB,Oct.21,-10.75
2021-09-21 07:13:00.000,RBOB,Nov.21,-11.75
2021-09-21 07:13:00.000,RBOB,Dec.21,-13.8
2021-09-21 07:13:00.000,RBOB,Sep.21,-8.85
2021-09-21 07:28:00.000,RBOB,Oct.21,-10.6
2021-09-21 07:28:00.000,RBOB,Nov.21,-11.65
2021-09-21 07:28:00.000,RBOB,Dec.21,-13.7
2021-09-21 07:28:00.000,RBOB,Jan.22,-16.05
2021-09-21 07:28:00.000,RBOB,Feb.22,-28.5
2021-09-21 07:28:00.000,RBOB,Sep.21,-8.75
2021-09-21 07:43:00.000,RBOB,Oct.21,-10.5
2021-09-21 07:43:00.000,RBOB,Nov.21,-11.65
2021-09-21 07:43:00.000,RBOB,Dec.21,-13.75
2021-09-21 07:43:00.000,RBOB,Jan.22,-16.2
2021-09-21 07:43:00.000,RBOB,Feb.22,-28.6
2021-09-21 07:43:00.000,RBOB,Sep.21,-8.65
2021-09-21 07:58:00.000,RBOB,Oct.21,-10.55
2021-09-21 07:58:00.000,RBOB,Nov.21,-11.7
2021-09-21 07:58:00.000,RBOB,Dec.21,-13.75
2021-09-21 07:58:00.000,RBOB,Jan.22,-16.2
2021-09-21 07:58:00.000,RBOB,Feb.22,-28.6
2021-09-21 07:58:00.000,RBOB,Sep.21,-8.7
2021-09-21 08:13:00.000,RBOB,Oct.21,-10.6
2021-09-21 08:13:00.000,RBOB,Nov.21,-11.75
2021-09-21 08:13:00.000,RBOB,Dec.21,-13.75
2021-09-21 08:13:00.000,RBOB,Jan.22,-16.2
2021-09-21 08:13:00.000,RBOB,Feb.22,-28.7
2021-09-21 08:13:00.000,RBOB,Sep.21,-8.75
2021-09-21 08:28:00.000,RBOB,Oct.21,-10.45
2021-09-21 08:28:00.000,RBOB,Nov.21,-11.55
2021-09-21 08:28:00.000,RBOB,Dec.21,-13.7
2021-09-21 08:28:00.000,RBOB,Jan.22,-16.15
2021-09-21 08:28:00.000,RBOB,Feb.22,-28.55
2021-09-21 08:28:00.000,RBOB,Sep.21,-8.65
2021-09-21 08:43:00.000,RBOB,Oct.21,-10.5
2021-09-21 08:43:00.000,RBOB,Nov.21,-11.55
2021-09-21 08:43:00.000,RBOB,Dec.21,-13.65
2021-09-21 08:43:00.000,RBOB,Jan.22,-16.2
2021-09-21 08:43:00.000,RBOB,Feb.22,-28.6
2021-09-21 08:43:00.000,RBOB,Sep.21,-8.7
2021-09-21 08:58:00.000,RBOB,Oct.21,-10.35
2021-09-21 08:58:00.000,RBOB,Nov.21,-11.4
2021-09-21 08:58:00.000,RBOB,Dec.21,-13.5
2021-09-21 08:58:00.000,RBOB,Jan.22,-15.95
2021-09-21 08:58:00.000,RBOB,Feb.22,-28.4
2021-09-21 08:58:00.000,RBOB,Sep.21,-8.5
2021-09-21 09:13:00.000,RBOB,Oct.21,-10.35
2021-09-21 09:13:00.000,RBOB,Nov.21,-11.45
2021-09-21 09:13:00.000,RBOB,Dec.21,-13.55
2021-09-21 09:13:00.000,RBOB,Jan.22,-16.05
2021-09-21 09:13:00.000,RBOB,Feb.22,-28.55
2021-09-21 09:13:00.000,RBOB,Sep.21,-8.55
2021-09-21 09:28:00.000,RBOB,Oct.21,-10.35
2021-09-21 09:28:00.000,RBOB,Nov.21,-11.4
2021-09-21 09:28:00.000,RBOB,Dec.21,-13.55
2021-09-21 09:28:00.000,RBOB,Jan.22,-16.0
2021-09-21 09:28:00.000,RBOB,Feb.22,-28.45
2021-09-21 09:28:00.000,RBOB,Sep.21,-8.55
2021-09-21 09:43:00.000,RBOB,Oct.21,-9.7
2021-09-21 09:43:00.000,RBOB,Nov.21,-11.4
2021-09-21 09:43:00.000,RBOB,Dec.21,-13.5
2021-09-21 09:43:00.000,RBOB,Jan.22,-16.0
2021-09-21 09:43:00.000,RBOB,Feb.22,-28.5
2021-09-21 09:43:00.000,RBOB,Sep.21,-8.55
2021-09-21 09:58:00.000,RBOB,Oct.21,-10.3
2021-09-21 09:58:00.000,RBOB,Nov.21,-11.35
2021-09-21 09:58:00.000,RBOB,Dec.21,-13.5
2021-09-21 09:58:00.000,RBOB,Jan.22,-16.0
2021-09-21 09:58:00.000,RBOB,Feb.22,-28.5
2021-09-21 09:58:00.000,RBOB,Sep.21,-8.45
2021-09-21 10:13:00.000,RBOB,Oct.21,-10.3
2021-09-21 10:13:00.000,RBOB,Nov.21,-11.4
2021-09-21 10:13:00.000,RBOB,Dec.21,-13.5
2021-09-21 10:13:00.000,RBOB,Jan.22,-16.0
2021-09-21 10:13:00.000,RBOB,Feb.22,-28.45
2021-09-21 10:13:00.000,RBOB,Sep.21,-8.5
2021-09-21 10:28:00.000,RBOB,Oct.21,-9.85
2021-09-21 10:28:00.000,RBOB,Nov.21,-11.4
2021-09-21 10:28:00.000,RBOB,Dec.21,-13.4
2021-09-21 10:28:00.000,RBOB,Jan.22,-15.8
2021-09-21 10:28:00.000,RBOB,Feb.22,-28.5
2021-09-21 10:28:00.000,RBOB,Sep.21,-8.55
2021-09-21 10:43:00.000,RBOB,Oct.21,-9.9
2021-09-21 10:43:00.000,RBOB,Jan.22,-15.85
2021-09-21 10:43:00.000,RBOB,Feb.22,-28.6
2021-09-21 10:43:00.000,RBOB,Sep.21,-8.55
2021-09-21 10:58:00.000,RBOB,Oct.21,-9.9
2021-09-21 10:58:00.000,RBOB,Nov.21,-11.4
2021-09-21 10:58:00.000,RBOB,Dec.21,-13.35
2021-09-21 10:58:00.000,RBOB,Jan.22,-15.9
2021-09-21 10:58:00.000,RBOB,Feb.22,-28.6
2021-09-21 10:58:00.000,RBOB,Sep.21,-8.55
2021-09-21 11:13:00.000,RBOB,Oct.21,-9.9
2021-09-21 11:13:00.000,RBOB,Nov.21,-11.4
2021-09-21 11:13:00.000,RBOB,Dec.21,-13.35
2021-09-21 11:13:00.000,RBOB,Jan.22,-15.75
2021-09-21 11:13:00.000,RBOB,Feb.22,-28.5
2021-09-21 11:13:00.000,RBOB,Sep.21,-8.55
2021-09-21 11:28:00.000,RBOB,Oct.21,-9.9
2021-09-21 11:28:00.000,RBOB,Nov.21,-11.4
2021-09-21 11:28:00.000,RBOB,Dec.21,-13.35
2021-09-21 11:28:00.000,RBOB,Jan.22,-15.8
2021-09-21 11:28:00.000,RBOB,Feb.22,-28.5
2021-09-21 11:28:00.000,RBOB,Sep.21,-8.55
2021-09-21 11:43:00.000,RBOB,Oct.21,-9.85
2021-09-21 11:43:00.000,RBOB,Nov.21,-11.35
2021-09-21 11:43:00.000,RBOB,Dec.21,-13.35
2021-09-21 11:43:00.000,RBOB,Jan.22,-15.7
2021-09-21 11:43:00.000,RBOB,Feb.22,-28.4
2021-09-21 11:43:00.000,RBOB,Sep.21,-8.45
2021-09-21 11:58:00.000,RBOB,Oct.21,-9.95
2021-09-21 11:58:00.000,RBOB,Nov.21,-11.35
2021-09-21 11:58:00.000,RBOB,Dec.21,-13.3
2021-09-21 11:58:00.000,RBOB,Jan.22,-15.7
2021-09-21 11:58:00.000,RBOB,Feb.22,-28.45
2021-09-21 11:58:00.000,RBOB,Sep.21,-8.6
2021-09-21 12:13:00.000,RBOB,Oct.21,-9.9
2021-09-21 12:13:00.000,RBOB,Nov.21,-11.3
2021-09-21 12:13:00.000,RBOB,Dec.21,-13.25
2021-09-21 12:13:00.000,RBOB,Jan.22,-15.65
2021-09-21 12:13:00.000,RBOB,Feb.22,-28.35
2021-09-21 12:13:00.000,RBOB,Sep.21,-8.55
2021-09-21 12:28:00.000,RBOB,Oct.21,-9.95
2021-09-21 12:28:00.000,RBOB,Nov.21,-11.3
2021-09-21 12:28:00.000,RBOB,Dec.21,-13.3
2021-09-21 12:28:00.000,RBOB,Jan.22,-15.7
2021-09-21 12:28:00.000,RBOB,Feb.22,-28.4
2021-09-21 12:28:00.000,RBOB,Sep.21,-8.65
2021-09-21 12:43:00.000,RBOB,Oct.21,-10.0
2021-09-21 12:43:00.000,RBOB,Nov.21,-11.4
2021-09-21 12:43:00.000,RBOB,Dec.21,-13.35
2021-09-21 12:43:00.000,RBOB,Jan.22,-15.8
2021-09-21 12:43:00.000,RBOB,Feb.22,-28.55
2021-09-21 12:43:00.000,RBOB,Sep.21,-8.7
2021-09-21 12:58:00.000,RBOB,Oct.21,-9.9
2021-09-21 12:58:00.000,RBOB,Nov.21,-11.25
2021-09-21 12:58:00.000,RBOB,Dec.21,-13.2
2021-09-21 12:58:00.000,RBOB,Jan.22,-15.7
2021-09-21 12:58:00.000,RBOB,Feb.22,-28.45
2021-09-21 12:58:00.000,RBOB,Sep.21,-8.55
2021-09-21 13:13:00.000,RBOB,Oct.21,-9.5
2021-09-21 13:13:00.000,RBOB,Nov.21,-10.95
2021-09-21 13:13:00.000,RBOB,Dec.21,-13.0
2021-09-21 13:13:00.000,RBOB,Jan.22,-15.55
2021-09-21 13:13:00.000,RBOB,Feb.22,-28.3
2021-09-21 13:13:00.000,RBOB,Sep.21,-8.15
2021-09-21 13:28:00.000,RBOB,Oct.21,-9.6
2021-09-21 13:28:00.000,RBOB,Nov.21,-11.05
2021-09-21 13:28:00.000,RBOB,Dec.21,-13.15
2021-09-21 13:28:00.000,RBOB,Jan.22,-15.7
2021-09-21 13:28:00.000,RBOB,Feb.22,-28.55
2021-09-21 13:28:00.000,RBOB,Sep.21,-8.25
2021-09-21 13:43:00.000,RBOB,Oct.21,-9.55
2021-09-21 13:43:00.000,RBOB,Nov.21,-11.05
2021-09-21 13:43:00.000,RBOB,Dec.21,-13.1
2021-09-21 13:43:00.000,RBOB,Jan.22,-15.7
2021-09-21 13:43:00.000,RBOB,Feb.22,-28.55
2021-09-21 13:43:00.000,RBOB,Sep.21,-8.2
2021-09-21 13:58:00.000,RBOB,Oct.21,-9.55
2021-09-21 13:58:00.000,RBOB,Nov.21,-11.0
2021-09-21 13:58:00.000,RBOB,Dec.21,-13.05
2021-09-21 13:58:00.000,RBOB,Jan.22,-15.6
2021-09-21 13:58:00.000,RBOB,Feb.22,-28.35
2021-09-21 13:58:00.000,RBOB,Sep.21,-8.2
2021-09-21 14:13:00.000,RBOB,Oct.21,-9.45
2021-09-21 14:13:00.000,RBOB,Nov.21,-10.9
2021-09-21 14:13:00.000,RBOB,Dec.21,-12.9
2021-09-21 14:13:00.000,RBOB,Jan.22,-15.5
2021-09-21 14:13:00.000,RBOB,Feb.22,-28.25
2021-09-21 14:13:00.000,RBOB,Sep.21,-8.7
2021-09-21 14:28:00.000,RBOB,Oct.21,-9.3
2021-09-21 14:28:00.000,RBOB,Nov.21,-10.9
2021-09-21 14:28:00.000,RBOB,Dec.21,-13.0
2021-09-21 14:28:00.000,RBOB,Jan.22,-15.6
2021-09-21 14:28:00.000,RBOB,Feb.22,-28.25
2021-09-21 14:28:00.000,RBOB,Sep.21,-8.5
2021-09-21 14:43:00.000,RBOB,Oct.21,-9.15
2021-09-21 14:43:00.000,RBOB,Nov.21,-10.7
2021-09-21 14:43:00.000,RBOB,Dec.21,-12.85
2021-09-21 14:43:00.000,RBOB,Jan.22,-15.45
2021-09-21 14:43:00.000,RBOB,Feb.22,-28.25
2021-09-21 14:43:00.000,RBOB,Sep.21,-8.4
2021-09-21 14:58:00.000,RBOB,Oct.21,-9.1
2021-09-21 14:58:00.000,RBOB,Nov.21,-10.75
2021-09-21 14:58:00.000,RBOB,Dec.21,-12.8
2021-09-21 14:58:00.000,RBOB,Jan.22,-15.35
2021-09-21 14:58:00.000,RBOB,Feb.22,-27.95
2021-09-21 14:58:00.000,RBOB,Sep.21,-8.3
2021-09-21 15:13:00.000,RBOB,Oct.21,-9.3
2021-09-21 15:13:00.000,RBOB,Nov.21,-10.8
2021-09-21 15:13:00.000,RBOB,Dec.21,-12.9
2021-09-21 15:13:00.000,RBOB,Jan.22,-15.4
2021-09-21 15:13:00.000,RBOB,Feb.22,-28.15
2021-09-21 15:13:00.000,RBOB,Sep.21,-8.55
2021-09-21 15:28:00.000,RBOB,Oct.21,-9.65
2021-09-21 15:28:00.000,RBOB,Nov.21,-11.1
2021-09-21 15:28:00.000,RBOB,Dec.21,-13.1
2021-09-21 15:28:00.000,RBOB,Jan.22,-15.55
2021-09-21 15:28:00.000,RBOB,Feb.22,-28.3
2021-09-21 15:28:00.000,RBOB,Sep.21,-8.95
2021-09-21 15:43:00.000,RBOB,Oct.21,-9.6
2021-09-21 15:43:00.000,RBOB,Nov.21,-11.05
2021-09-21 15:43:00.000,RBOB,Dec.21,-13.1
2021-09-21 15:43:00.000,RBOB,Jan.22,-15.55
2021-09-21 15:43:00.000,RBOB,Feb.22,-28.3
2021-09-21 15:43:00.000,RBOB,Sep.21,-8.95
2021-09-21 15:58:00.000,RBOB,Oct.21,-9.6
2021-09-21 15:58:00.000,RBOB,Nov.21,-10.95
2021-09-21 15:58:00.000,RBOB,Dec.21,-13.05
2021-09-21 15:58:00.000,RBOB,Jan.22,-15.5
2021-09-21 15:58:00.000,RBOB,Feb.22,-28.2
2021-09-21 15:58:00.000,RBOB,Sep.21,-8.95
2021-09-21 16:43:00.000,RBOB,Oct.21,-9.8
2021-09-21 16:43:00.000,RBOB,Dec.21,-13.15
2021-09-21 16:43:00.000,RBOB,Jan.22,-15.6
2021-09-21 16:43:00.000,RBOB,Feb.22,-28.35
2021-09-21 16:58:00.000,RBOB,Nov.21,-11.1
2021-09-21 16:58:00.000,RBOB,Dec.21,-13.2
2021-09-21 16:58:00.000,RBOB,Jan.22,-15.65
2021-09-21 16:58:00.000,RBOB,Feb.22,-28.4
2021-09-21 16:58:00.000,RBOB,Sep.21,-9.05
2021-09-21 17:13:00.000,RBOB,Oct.21,-9.65
2021-09-21 17:13:00.000,RBOB,Nov.21,-11.05
2021-09-21 17:43:00.000,RBOB,Nov.21,-11.1
2021-09-21 17:43:00.000,RBOB,Dec.21,-13.1
2021-09-21 17:43:00.000,RBOB,Feb.22,-28.3
2021-09-21 17:43:00.000,RBOB,Sep.21,-9.2
2021-09-21 17:58:00.000,RBOB,Oct.21,-9.6
2021-09-21 17:58:00.000,RBOB,Nov.21,-11.0
2021-09-21 17:58:00.000,RBOB,Dec.21,-13.0
2021-09-21 17:58:00.000,RBOB,Jan.22,-15.6
2021-09-21 17:58:00.000,RBOB,Feb.22,-28.35
2021-09-21 17:58:00.000,RBOB,Sep.21,-9.0
2021-09-21 18:13:00.000,RBOB,Oct.21,-9.65
2021-09-21 18:13:00.000,RBOB,Nov.21,-11.0
2021-09-21 18:13:00.000,RBOB,Dec.21,-13.05
2021-09-21 18:13:00.000,RBOB,Jan.22,-15.6
2021-09-21 18:13:00.000,RBOB,Feb.22,-28.4
